SLpM,TD_Def,Sub_Avg,style,fighter_name,Height,Weight,Reach,Stance,DOB,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc
2.25,0.16,0.0,4,Chris Dempsey,"5' 10""",185 lbs.,"72""",Orthodox,"Sep 08, 1987",0.32,2.82,0.65,2.64,0.23
2.01,0.26,1.4,4,Jason Dent,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980",0.39,3.7,0.62,0.0,0.0
3.74,0.0,2.2,1,Mackenzie Dern,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993",0.38,3.81,0.61,0.28,0.05
1.12,0.4,1.5,4,Tony DeSouza,"6' 0""",170 lbs.,"70""",Southpaw,"Jul 26, 1974",0.52,1.57,0.41,2.25,0.42
3.25,0.83,0.0,0,Alessio Di Chirico,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 12, 1989",0.4,3.28,0.62,1.66,0.45
7.47,0.37,0.0,2,Micol Di Segni,"5' 3""",115 lbs.,"60""",Orthodox,"Dec 29, 1987",0.4,5.87,0.33,0.0,0.0
4.06,0.53,0.2,0,Cyrille Diabate,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973",0.71,1.78,0.6,1.17,0.83
3.08,0.62,0.0,0,Marc Diakiese,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",0.39,2.79,0.54,2.16,0.36
3.4,0.7,0.0,0,Tyler Diamond,"5' 7""",145 lbs.,"69""",Orthodox,"Mar 18, 1991",0.47,2.53,0.44,3.0,0.75
2.08,0.76,0.5,4,Hacran Dias,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984",0.41,3.31,0.55,2.5,0.39
5.43,0.6,1.0,5,Nick Diaz,"6' 1""",185 lbs.,"76""",Southpaw,"Aug 02, 1983",0.42,3.56,0.61,1.32,0.33
4.62,0.42,1.4,5,Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",0.45,3.78,0.53,1.19,0.3
1.45,0.45,0.9,4,Seth Dikun,"5' 10""",135 lbs.,"69""",Orthodox,"Aug 05, 1980",0.26,2.18,0.55,0.0,0.0
5.37,0.86,1.0,5,TJ Dillashaw,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 07, 1986",0.41,3.03,0.65,1.68,0.37
1.97,0.0,0.0,4,Matt Dixon,"5' 10""",170 lbs.,"75""",Switch,"Oct 09, 1995",0.43,4.56,0.37,3.06,0.3
1.75,0.52,0.8,4,Russell Doane,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986",0.4,1.68,0.53,2.11,0.45
4.66,0.58,0.1,5,Drew Dober,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 19, 1988",0.4,4.12,0.55,0.88,0.17
3.63,0.0,0.0,0,Shana Dobson,"5' 6""",125 lbs.,"69""",Orthodox,"Mar 30, 1989",0.36,5.11,0.53,1.0,0.5
3.2,0.82,0.0,0,John Dodson,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",0.4,3.58,0.61,0.71,0.28
1.43,0.33,2.3,1,Joe Doerksen,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977",0.42,2.79,0.5,2.02,0.33
3.64,0.0,2.3,1,Roman Dolidze,"6' 2""",205 lbs.,"76""",Orthodox,"Jul 15, 1988",0.53,1.71,0.67,2.34,0.6
2.65,0.62,1.2,4,CB Dollaway,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",0.47,2.58,0.54,3.55,0.54
5.61,0.0,1.7,5,Cody Donovan,"6' 3""",205 lbs.,"74""",Orthodox,"Feb 20, 1981",0.59,5.44,0.45,1.67,0.28
3.49,0.58,0.6,0,Rafael Dos Anjos,"5' 8""",155 lbs.,"70""",Southpaw,"Oct 26, 1984",0.46,3.22,0.61,1.93,0.37
4.49,0.81,0.1,5,Junior Dos Santos,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",0.47,3.33,0.56,0.3,0.5
2.66,0.66,0.9,4,Anderson Dos Santos,"5' 5""",135 lbs.,"70""",Orthodox,"Jul 24, 1985",0.28,4.8,0.55,1.3,0.18
3.69,0.33,0.3,0,Tiago dos Santos e Silva,"5' 9""",145 lbs.,"70""",Orthodox,"Apr 12, 1987",0.35,4.23,0.59,0.63,0.11
1.66,0.37,0.5,4,Danny Downes,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986",0.34,3.53,0.37,0.0,0.0
2.73,0.0,0.0,4,Kyle Driscoll,"5' 11""",145 lbs.,"74""",Orthodox,"Sep 23, 1994",0.32,2.6,0.58,2.0,0.18
3.29,0.82,0.4,0,Tomasz Drwal,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982",0.38,2.26,0.57,3.55,0.6
7.72,0.0,0.0,2,Dricus Du Plessis,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994",0.44,4.16,0.67,0.0,0.0
5.93,0.9,0.0,5,Todd Duffee,"6' 3""",260 lbs.,"78""",Orthodox,"Dec 06, 1985",0.37,2.87,0.56,0.72,0.25
2.68,0.64,0.7,4,Joe Duffy,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",0.34,3.78,0.54,0.96,0.66
4.83,0.5,1.9,5,Jessamyn Duke,"5' 11""",135 lbs.,"73""",Orthodox,"Jun 24, 1986",0.53,4.43,0.57,1.27,0.36
5.35,1.0,0.0,5,Norma Dumont,"5' 7""",135 lbs.,"67""",Orthodox,"Oct 01, 1990",0.55,2.65,0.72,2.43,0.42
5.33,0.79,1.0,5,Evan Dunham,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",0.39,3.54,0.61,1.82,0.33
3.83,0.46,0.0,0,Tom Duquesnoy,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 21, 1993",0.45,5.3,0.62,0.42,0.25
3.19,0.25,0.7,0,Reuben Duran,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 02, 1983",0.49,2.61,0.5,0.98,0.23
3.11,0.5,0.8,0,Cody Durden,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 29, 1991",0.48,3.93,0.41,3.28,0.26
3.91,0.8,0.3,0,Merab Dvalishvili,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",0.39,2.08,0.61,7.71,0.43
4.5,0.75,0.0,5,David Dvorak,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 05, 1992",0.48,3.17,0.63,0.0,0.0
2.57,0.6,0.0,4,Matt Dwyer,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989",0.34,3.24,0.54,0.44,0.1
3.04,0.68,0.0,0,Rolando Dy,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990",0.37,4.47,0.52,0.3,0.2
2.21,0.81,0.0,4,Marvin Eastman,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",0.35,3.92,0.42,1.38,0.33
3.51,0.66,0.0,0,Mike Easton,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984",0.37,4.28,0.61,0.75,0.22
2.32,0.61,0.1,4,Brian Ebersole,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",0.49,2.14,0.56,1.7,0.23
3.37,0.63,0.0,0,Mark Eddiva,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986",0.45,2.98,0.54,1.45,0.22
3.7,0.65,0.3,0,Frankie Edgar,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 16, 1981",0.39,2.7,0.66,2.28,0.31
2.89,0.62,0.5,0,Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",0.38,3.34,0.63,0.0,0.0
2.91,0.69,0.7,0,Yves Edwards,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",0.42,2.34,0.66,0.76,0.53
2.68,0.27,1.0,4,Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",0.42,3.32,0.51,2.14,0.26
2.53,0.7,0.4,4,Leon Edwards,"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",0.47,2.05,0.55,1.39,0.31
1.5,0.44,0.0,4,Te Edwards,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990",0.41,4.15,0.44,0.72,1.0
0.67,0.4,0.0,4,Stephanie Egger,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",0.31,1.33,0.52,1.0,0.16
3.5,0.58,1.2,0,Darren Elkins,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",0.38,3.08,0.52,2.7,0.33
2.47,0.86,0.4,4,Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",0.39,2.83,0.6,2.04,0.47
1.62,0.0,1.1,4,Joe Ellenberger,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",0.47,3.45,0.48,3.17,0.4
3.5,0.58,1.2,0,Tim Elliott,"5' 7""",125 lbs.,"66""",Southpaw,"Dec 24, 1986",0.45,2.64,0.59,4.02,0.48
1.92,0.0,0.0,4,Cameron Else,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987",0.36,5.58,0.58,0.0,0.0
2.29,0.72,0.6,4,Ramazan Emeev,"5' 10""",170 lbs.,"76""",Southpaw,"May 23, 1987",0.43,1.79,0.68,2.0,0.25
3.18,0.82,1.9,1,Fedor Emelianenko,"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976",0.51,1.0,0.63,2.0,0.63
2.5,0.65,0.4,4,Rob Emerson,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",0.3,2.83,0.64,2.02,0.52
5.75,1.0,0.0,5,Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",0.52,4.65,0.54,2.9,0.53
4.32,0.5,0.1,0,Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",0.39,4.02,0.63,1.43,0.47
2.38,0.0,0.0,4,Oliver Enkamp,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",0.36,3.55,0.37,0.87,0.16
3.51,0.58,0.0,0,Andy Enz,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",0.23,5.32,0.57,0.0,0.0
4.92,0.58,0.9,5,Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989",0.46,5.67,0.5,1.34,0.54
1.77,0.13,0.0,4,Cole Escovedo,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",0.43,4.32,0.49,0.43,0.33
2.92,0.66,0.8,0,Efrain Escudero,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 15, 1986",0.44,2.3,0.63,1.31,0.4
2.29,0.48,0.3,4,Carla Esparza,"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",0.42,2.85,0.53,3.44,0.35
4.32,0.0,6.1,1,Juan Espino,"6' 3""",250 lbs.,"80""",,"Oct 09, 1980",0.8,0.54,0.42,14.19,0.77
4.99,0.9,0.2,5,Jordan Espinosa,"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",0.53,3.23,0.58,0.92,0.28
4.1,0.83,0.0,0,Jodie Esquibel,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986",0.31,7.37,0.52,0.75,0.21
2.16,0.39,1.4,4,Terry Etim,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",0.35,2.53,0.67,0.43,0.3
4.52,0.65,0.4,5,Sijara Eubanks,"5' 4""",135 lbs.,"67""",Orthodox,"Apr 27, 1985",0.43,3.69,0.57,1.88,0.46
4.51,0.61,0.2,5,Billy Evangelista,"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980",0.4,3.96,0.61,1.6,0.19
2.14,0.73,0.0,4,Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",0.37,2.42,0.63,2.98,0.44
4.54,0.66,0.0,5,Ashlee Evans-Smith,"5' 8""",135 lbs.,"67""",Orthodox,"Jul 09, 1987",0.34,4.69,0.55,1.1,0.23
1.16,0.33,0.9,4,Tonya Evinger,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 04, 1981",0.42,4.02,0.38,0.93,0.3
4.44,0.68,0.0,5,Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",0.43,2.76,0.65,3.0,0.33
4.5,0.73,0.0,5,Andre Ewell,"5' 8""",135 lbs.,"75""",Southpaw,"Jan 21, 1988",0.41,4.2,0.54,0.17,0.5
3.65,0.56,0.6,0,Jessica Eye,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",0.36,3.54,0.58,0.4,0.45
2.65,0.58,0.8,4,Urijah Faber,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",0.4,2.59,0.64,1.54,0.3
4.03,1.0,0.0,0,Melinda Fabian,"5' 6""",125 lbs.,"66""",,"Jun 25, 1987",0.41,4.0,0.62,0.0,0.0
1.19,1.0,0.4,4,Wagnney Fabiano,"5' 6""",145 lbs.,"69""",Southpaw,"Jul 14, 1975",0.38,0.66,0.7,3.44,0.64
2.2,0.8,0.0,4,Bartosz Fabinski,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",0.69,1.35,0.53,7.08,0.69
1.98,0.5,0.0,4,Zarah Fairn,"5' 8""",145 lbs.,"72""",Orthodox,"Dec 12, 1986",0.45,6.61,0.39,0.0,0.0
6.33,0.2,0.0,5,Rico Farrington,"6' 4""",170 lbs.,"79""",Southpaw,"Jun 19, 1989",0.41,7.2,0.51,0.0,0.0
3.7,0.64,0.2,0,Paul Felder,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",0.44,3.44,0.48,0.29,0.28
4.07,0.62,0.0,0,Carlos Felipe,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",0.4,4.03,0.51,0.0,0.0
2.3,0.36,1.2,4,Kevin Ferguson,"6' 2""",235 lbs.,"77""",Orthodox,"Feb 08, 1974",0.5,3.41,0.38,3.1,0.72
5.46,0.7,1.1,5,Tony Ferguson,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",0.45,3.94,0.59,0.45,0.42
1.9,0.84,0.5,4,Cezar Ferreira,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",0.42,2.44,0.53,2.69,0.53
5.07,0.7,1.0,5,Diego Ferreira,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",0.36,3.11,0.61,1.04,0.27
0.0,0.0,0.0,4,Timo Feucht,"6' 3""",205 lbs.,"79""",Orthodox,"Jan 18, 1996",0.0,0.0,0.0,0.0,0.0
2.33,0.3,2.2,1,Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979",0.41,2.29,0.57,1.3,0.35
3.38,0.61,2.4,1,Deiveson Figueiredo,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 18, 1987",0.56,3.35,0.5,1.57,0.5
2.57,0.37,0.6,4,Edwin Figueroa,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984",0.39,3.06,0.51,0.2,1.0
3.73,0.64,0.2,0,Andre Fili,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",0.36,3.9,0.52,2.5,0.49
2.11,0.78,0.3,4,Mirko Filipovic,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",0.5,1.89,0.63,0.19,0.4
2.23,0.67,0.9,4,Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",0.42,2.21,0.69,3.76,0.63
3.17,0.6,0.8,0,Spencer Fisher,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976",0.43,3.03,0.64,0.67,0.3
2.01,0.44,1.3,4,Chris Fishgold,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",0.32,2.7,0.46,2.59,0.46
2.61,0.56,0.8,4,Jon Fitch,"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",0.5,1.65,0.54,3.6,0.51
4.67,1.0,0.0,5,Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",0.57,4.17,0.55,0.84,0.5
1.99,0.0,7.2,1,Jimmy Flick,"5' 7""",125 lbs.,"68""",Orthodox,"Sep 07, 1990",0.58,2.3,0.5,1.81,0.5
1.56,0.4,1.2,4,Luke Flores,"6' 0""",155 lbs.,"73""",Southpaw,"Mar 17, 1988",0.44,1.88,0.6,0.0,0.0
2.0,0.0,0.0,4,Ty Flores,"6' 3""",205 lbs.,"73""",Switch,"Dec 22, 1993",0.37,7.8,0.25,1.0,0.09
3.66,0.0,0.0,0,Alejandro Flores,"5' 10""",145 lbs.,"73""",Orthodox,"Aug 06, 1991",0.4,2.02,0.54,0.0,0.0
2.41,0.6,1.3,4,Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",0.4,1.85,0.63,2.22,0.33
2.76,0.5,0.0,4,Caros Fodor,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984",0.54,2.83,0.54,2.1,0.25
5.21,0.48,0.8,5,Rob Font,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",0.42,3.83,0.62,1.2,0.36
2.11,0.66,1.2,4,Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984",0.24,4.06,0.53,1.79,0.75
1.42,0.87,0.6,4,Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",0.39,2.34,0.64,1.82,0.35
2.08,0.66,0.0,4,Renee Forte,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987",0.32,2.12,0.63,2.32,0.58
3.83,0.75,0.5,0,Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985",0.46,4.52,0.64,0.45,0.08
3.3,0.37,1.8,0,Brian Foster,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984",0.39,1.63,0.65,3.67,0.6
1.78,0.37,2.4,1,Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",0.39,2.85,0.55,1.53,0.36
2.35,0.76,0.3,4,Glaico Franca Moreira,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",0.42,3.46,0.47,2.68,0.42
1.83,0.4,0.3,4,John Franchi,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982",0.48,2.59,0.48,2.68,0.8
4.1,0.63,0.7,0,Rich Franklin,"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",0.44,2.07,0.62,1.31,0.66
1.43,0.0,0.0,4,Stephanie Frausto,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 20, 1990",0.21,3.57,0.6,0.0,0.0
1.11,0.0,0.0,4,Justin Frazier,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989",0.66,6.11,0.04,0.0,0.0
2.84,0.94,0.6,0,Patricio Freire,"5' 5""",145 lbs.,"65""",,"Jul 07, 1987",0.41,4.43,0.6,0.6,0.18
3.06,1.0,0.0,0,Patricky Freire,"5' 7""",155 lbs.,"71""",,"Jun 01, 1986",0.44,3.34,0.69,1.26,0.33
3.19,0.75,1.4,0,Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",0.39,3.47,0.6,3.3,0.4
1.9,0.83,0.0,4,Jinh Yu Frey,"5' 3""",115 lbs.,"65""",Southpaw,"May 20, 1985",0.48,4.05,0.42,0.55,0.25
4.52,0.53,0.0,5,Sarah Frota,"5' 6""",125 lbs.,"69""",Southpaw,"Apr 14, 1987",0.52,2.57,0.55,0.0,0.0
4.24,0.7,0.0,0,Riki Fukuda,"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981",0.43,3.71,0.64,2.17,0.43
2.46,0.69,0.0,4,Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986",0.32,3.5,0.54,0.47,0.33
2.61,0.6,0.0,4,Ricardo Funch,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 14, 1980",0.65,3.57,0.4,1.24,0.18
3.31,0.58,0.7,0,Claudia Gadelha,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",0.41,4.57,0.57,3.03,0.42
7.46,0.69,0.0,2,Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988",0.59,7.99,0.55,0.0,0.0
2.76,0.65,1.9,1,Mitch Gagnon,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984",0.46,2.21,0.61,1.16,0.25
2.55,0.4,2.1,1,Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992",0.46,3.65,0.42,1.15,0.26
2.13,0.69,0.7,4,Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981",0.41,2.83,0.55,3.26,0.34
3.47,1.0,0.0,0,Mateusz Gamrot,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990",0.41,2.47,0.56,5.0,0.31
4.27,0.5,0.0,0,Shamil Gamzatov,"6' 2""",205 lbs.,"76""",Orthodox,"Aug 09, 1990",0.46,2.13,0.58,0.0,0.0
5.61,1.0,0.7,5,Ciryl Gane,"6' 4""",245 lbs.,"81""",Orthodox,"Apr 12, 1990",0.54,1.95,0.73,1.08,0.6
3.42,0.61,0.0,0,Eduardo Garagorri,"5' 9""",145 lbs.,"70""",Orthodox,"May 28, 1989",0.51,2.36,0.58,0.48,1.0
3.35,1.0,0.0,0,Cody Garbrandt,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",0.37,3.33,0.65,0.84,0.33
2.77,0.42,0.5,4,Leonard Garcia,"5' 10""",145 lbs.,"68""",Orthodox,"Jul 14, 1979",0.24,4.79,0.52,0.3,0.26
3.16,0.5,0.6,0,Edgar Garcia,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984",0.29,4.23,0.6,2.21,0.57
1.81,0.66,0.1,4,Alex Garcia,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 14, 1987",0.31,3.03,0.59,3.72,0.52
4.31,1.0,0.6,0,Steve Garcia,"6' 0""",155 lbs.,"75""",Southpaw,"May 22, 1992",0.55,2.52,0.36,0.61,0.25
1.59,0.33,1.4,4,Elias Garcia,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 13, 1992",0.27,5.05,0.5,0.68,0.14
3.37,0.15,1.3,0,Pablo Garza,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983",0.44,2.7,0.5,0.94,0.25
3.72,0.63,0.1,0,Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",0.43,3.0,0.59,0.87,0.37
1.8,0.67,0.4,4,Willie Gates,"5' 8""",125 lbs.,"72""",Orthodox,"Jan 21, 1987",0.38,4.28,0.38,0.0,0.0
2.34,0.31,1.1,4,Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",0.37,6.42,0.48,0.57,0.4
1.26,0.0,1.3,4,Chad George,"5' 6""",135 lbs.,"68""",Southpaw,"Apr 30, 1982",0.5,1.11,0.65,3.08,0.46
1.2,0.0,0.0,4,Karine Gevorgyan,"5' 4""",125 lbs.,"63""",,"Mar 09, 1989",0.2,1.8,0.76,0.0,0.0
2.88,0.5,0.3,0,Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",0.41,2.59,0.51,3.11,0.39
1.93,0.0,0.0,4,Joe Giannetti,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995",0.38,2.8,0.4,1.0,0.16
2.47,0.58,0.4,4,Cody Gibson,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",0.31,2.54,0.63,1.85,0.38
3.13,0.0,0.0,0,Chase Gibson,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 07, 1990",0.54,6.4,0.52,0.0,0.0
3.97,0.33,0.0,0,Thomas Gifford,"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992",0.37,6.45,0.37,0.5,0.33
3.57,0.8,0.2,0,Trevin Giles,"6' 0""",185 lbs.,"74""",Orthodox,"Aug 06, 1992",0.57,1.83,0.64,1.45,0.87
3.58,0.0,0.9,0,Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",0.49,2.14,0.6,7.02,0.47
4.31,0.66,0.3,0,Rick Glenn,"6' 0""",145 lbs.,"70""",Southpaw,"Apr 12, 1989",0.42,4.29,0.53,0.67,0.13
3.97,0.28,0.0,0,Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983",0.53,3.3,0.54,0.0,0.0
6.53,0.66,0.0,5,Hannah Goldy,"5' 4""",125 lbs.,"61""",Orthodox,"May 18, 1992",0.46,3.9,0.55,0.0,0.0
4.27,0.87,0.5,0,Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",0.58,4.3,0.45,0.45,0.5
1.52,0.7,0.8,4,Frank Gomez,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986",0.48,0.79,0.66,1.14,0.6
3.73,0.0,0.0,0,Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989",0.49,3.33,0.5,2.0,0.28
1.57,0.33,0.0,4,Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995",0.33,4.03,0.55,4.48,0.5
2.66,0.0,0.0,4,Edson Gomez,"5' 8""",170 lbs.,"69""",Switch,"Feb 23, 1991",0.32,8.78,0.45,0.0,0.0
3.81,0.63,0.8,0,Takanori Gomi,"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",0.41,3.52,0.6,1.23,0.65
2.18,0.46,0.5,4,Akihiro Gono,"5' 7""",170 lbs.,"68""",Switch,"Oct 07, 1974",0.48,2.67,0.63,1.01,0.84
2.12,0.66,1.1,4,Gabriel Gonzaga,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",0.45,2.94,0.57,2.8,0.39
6.67,1.0,0.0,5,Justin Gonzales,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991",0.8,0.87,0.43,14.0,0.73
4.47,0.43,1.4,0,Fernando Gonzalez,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983",0.47,4.03,0.65,0.86,0.33
3.06,0.3,1.0,0,Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",0.39,3.13,0.58,0.0,0.0
0.0,0.0,0.0,4,Jorge Gonzalez,"6' 2""",205 lbs.,"76""",Orthodox,"Feb 29, 1984",0.0,0.0,0.0,0.0,0.0
0.91,0.0,0.0,4,Mikey Gonzalez,"5' 11""",155 lbs.,"74""",Orthodox,"Aug 13, 1985",0.16,14.55,0.11,0.0,0.0
5.34,0.75,0.0,5,Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",0.48,4.01,0.63,0.27,1.0
6.67,1.0,0.0,5,Jared Gooden,"6' 0""",170 lbs.,"77""",Orthodox,"Dec 05, 1993",0.47,11.2,0.49,1.0,1.0
2.03,0.63,0.0,4,Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",0.32,2.57,0.6,1.93,0.83
5.55,0.62,0.0,5,Jared Gordon,"5' 9""",145 lbs.,"68""",Orthodox,"Sep 06, 1988",0.55,3.35,0.59,2.98,0.41
